test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2022-11-16,College,70+,,46.04,5661.74,6200.6,62.72,6973.15,483.0,278.5,0.66,-38.31,-11.31,-13.45,-10.67,-5.9,2401.93,2372.55,203.75,39.93,5634.48,57.04,-8.93,-5.75,4506.2,3537.11,1685.3,2239.9,2695.4,43591.77,35.61,2.41,156.43,,,,,52.0,39.0,47.2,40.7,29.8,41.5,,,,2022-11-21,73.7,22.9,3.65,217.49,aacd7d33-24c9-43de-a488-d5af669ca279,ATHLETE_0038,3
2023-02-09,College,70+,,48.77,6086.34,6520.7,65.36,8299.94,463.0,275.5,0.74,-39.61,-11.49,-12.61,-9.34,-3.35,2529.54,2541.09,132.45,42.2,6017.7,60.32,2.33,-6.88,4904.2,3925.99,1245.5,1543.5,1946.4,35993.18,39.83,2.58,178.05,,,,,50.0,45.0,50.9,46.7,37.8,44.5,,,,2023-02-23,76.1,24.2,4.01,219.49,aacd7d33-24c9-43de-a488-d5af669ca279,ATHLETE_0038,4
2022-01-12,College,65-70,,35.4,5358.53,4246.8,47.81,7192.51,556.75,288.0,0.5,-35.08,-1.27,-12.78,-5.74,-10.43,2206.34,2212.97,332.65,29.34,4172.25,46.97,-16.57,-5.27,4022.2,3152.35,1420.6,1941.2,2575.2,59606.35,32.26,3.16,203.85,,,,,64.0,63.0,56.7,57.8,69.8,59.5,,,,2022-01-12,67.9,28.4,3.62,195.43,a1bcd1fb-ff87-4719-98ef-4a87765a891b,ATHLETE_0041,1
2022-04-14,College,65-70,,40.74,7908.79,5234.49,55.28,11546.6,436.25,247.5,0.69,-34.31,-4.88,-14.97,-6.07,-8.8,2813.55,2843.15,132.17,33.46,5020.04,53.02,-14.82,-2.94,4706.43,3782.84,1527.51,1900.02,2637.92,43079.63,36.54,2.95,193.51,,,,,71.0,51.0,55.1,63.4,57.1,58.7,,,,2022-04-21,68.8,28.6,4.07,208.3,a1bcd1fb-ff87-4719-98ef-4a87765a891b,ATHLETE_0041,2
2022-12-21,College,65-70,,39.47,7004.78,4935.22,52.84,10882.25,456.75,272.75,0.61,-37.01,-6.32,-17.1,-5.97,-8.84,2693.89,2731.89,139.59,31.38,4968.19,53.19,-9.86,-9.6,4358.6,3442.27,994.1,1155.3,1576.7,44332.34,33.79,2.72,174.98,,,,,63.0,60.0,54.6,61.9,57.7,58.3,,,,2022-12-20,69.3,31.8,3.76,205.5,a1bcd1fb-ff87-4719-98ef-4a87765a891b,ATHLETE_0041,3
2022-01-12,College,<65,,36.41,3088.93,3745.7,49.89,4115.17,616.5,341.5,0.42,-49.18,-7.24,-9.07,-7.47,4.4,1630.03,1636.96,117.3,35.0,3895.53,51.88,-6.31,-3.47,3815.4,3078.72,1103.0,1738.2,2398.1,33492.85,27.54,2.61,150.62,,,,,56.0,50.0,55.9,57.8,38.1,34.1,,,,2022-01-11,61.6,20.6,4.18,165.18,cf50cb73-996c-4a79-ab4f-c133d7a0737d,ATHLETE_0042,1
2022-05-24,College,<65,,37.15,3589.94,3898.2,50.66,4215.84,534.25,319.5,0.48,-42.11,-2.98,-2.18,-4.06,-4.21,1717.66,1625.39,118.19,38.65,4120.38,53.54,-3.84,-3.09,4181.9,3429.34,1240.7,1695.6,2297.3,67558.98,26.17,2.77,151.79,,,,,43.0,51.0,34.1,49.8,46.3,40.9,,,,2022-05-24,64.0,21.2,4.54,169.31,cf50cb73-996c-4a79-ab4f-c133d7a0737d,ATHLETE_0042,2
2022-11-01,College,65-70,,38.85,3877.35,4178.35,52.01,4876.71,531.0,297.33,0.51,-43.82,0.11,-10.63,-4.6,1.17,1829.48,1829.93,140.36,41.87,4518.04,56.24,-1.51,2.82,4569.7,3780.36,1564.7,2326.4,2812.2,51191.17,28.84,2.79,162.31,,,,,50.0,46.0,40.3,49.3,56.3,47.7,,,,2022-10-31,66.4,24.0,4.8,176.75,cf50cb73-996c-4a79-ab4f-c133d7a0737d,ATHLETE_0042,3
2023-11-22,College,<65,,39.48,4966.9,4571.84,55.48,6580.31,490.33,285.33,0.55,-39.85,0.4,-0.95,-3.84,-5.3,2070.39,2118.64,139.64,37.82,4748.73,57.62,-0.09,-3.98,4473.98,3662.38,803.32,1125.12,1566.43,62104.75,30.65,2.94,175.88,,,,,50.0,57.0,48.1,55.1,30.8,37.0,,,,2023-11-21,63.2,14.2,4.53,181.3,cf50cb73-996c-4a79-ab4f-c133d7a0737d,ATHLETE_0042,4
2022-02-25,College,65-70,,41.1,4483.65,4701.76,56.6,5683.79,539.75,274.25,0.53,-39.6,13.58,13.33,14.8,8.95,2032.35,2006.93,236.08,37.79,4708.05,56.68,3.42,4.63,3947.94,3137.22,1085.22,1392.12,1781.03,36183.05,29.85,2.57,156.24,,,,,61.0,50.0,45.2,49.0,37.8,55.6,,,,2022-02-24,66.2,21.2,3.85,182.75,17ddae77-d934-438e-accc-83b19aceb378,ATHLETE_0048,1
2022-11-22,College,70+,,39.82,5495.39,4856.68,55.87,7411.48,487.0,278.75,0.59,-38.32,5.58,-3.37,8.57,16.58,2268.09,2264.12,159.4,37.08,4861.51,55.92,-4.03,16.35,4413.8,3560.62,1006.6,1126.8,1343.1,,,,,,,,,55.0,58.0,46.6,49.5,37.2,36.0,,,,2022-11-29,70.5,25.9,4.18,191.27,17ddae77-d934-438e-accc-83b19aceb378,ATHLETE_0048,2
2023-03-18,College,70+,,40.2,5139.78,4791.68,54.9,7619.62,486.5,285.5,0.67,-42.29,6.57,7.74,7.77,-0.66,2228.24,2234.11,60.6,37.74,4769.84,54.65,-2.06,4.83,,,,,,56361.76,33.15,2.95,189.01,,,,,61.0,56.0,36.5,46.1,45.6,51.8,,,,2023-03-16,70.4,27.2,,192.02,17ddae77-d934-438e-accc-83b19aceb378,ATHLETE_0048,3
2023-07-27,College,65-70,,42.79,5692.17,5153.93,56.91,9086.78,488.5,275.25,0.68,-42.87,6.86,1.11,11.34,10.82,2515.98,2538.69,97.38,42.32,5450.91,60.18,-2.9,11.69,4430.6,3548.79,1780.7,2314.3,2631.6,49032.69,34.43,3.01,194.21,,,,,52.0,57.0,55.7,63.1,48.6,64.0,,,,2023-08-02,69.8,17.1,4.0,199.25,17ddae77-d934-438e-accc-83b19aceb378,ATHLETE_0048,4
2024-05-14,College,,85-90,44.23,6341.85,5149.23,59.59,9276.69,433.33,247.67,0.84,-39.79,13.63,10.86,14.32,10.42,2586.23,2603.98,80.53,38.95,5127.77,59.34,4.18,14.74,3716.9,2869.51,1418.0,1899.9,2109.7,49895.33,36.54,3.0,200.53,1015.07,865.9,-14.0,-15.88,55.0,58.0,,56.5,,70.9,2024-05-14,87.9,33.0,,,,3.39,190.1,17ddae77-d934-438e-accc-83b19aceb378,ATHLETE_0048,5
2022-03-25,College,<65,,41.09,4302.09,4443.48,53.43,5470.0,529.5,308.75,0.52,-45.57,8.81,9.51,6.93,10.04,2066.68,2063.88,102.03,33.8,4180.86,50.27,14.81,10.11,3919.88,3108.38,1275.41,1458.59,1656.47,37816.06,24.71,2.33,124.58,,,,,57.0,55.0,48.8,47.8,38.0,42.5,,,,2022-03-24,62.4,15.0,3.81,182.97,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,1
2022-06-03,College,<65,,39.61,4688.52,4463.9,53.04,5765.58,494.25,288.75,0.54,-41.5,4.24,4.15,1.75,9.94,2055.56,2057.07,113.5,36.28,4379.54,52.03,13.52,8.5,4016.3,3193.13,1151.5,1296.4,1444.6,62018.65,23.73,2.43,132.25,,,,,56.0,44.0,46.1,44.2,34.4,30.1,,,,2022-06-03,64.5,22.8,3.87,185.17,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,2
2022-07-20,College,65-70,,38.56,4723.7,4506.77,55.1,5377.92,480.0,270.0,0.53,-36.98,5.0,10.66,2.04,8.78,1933.34,1912.84,176.59,34.39,4439.43,54.27,11.46,7.08,4243.6,3440.83,1074.4,1127.1,1220.1,31866.36,24.18,2.27,121.34,,,,,59.0,48.0,45.1,46.4,32.0,47.0,,,,2022-07-21,67.2,16.3,4.29,179.96,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,3
2022-12-16,College,<65,,37.69,4646.49,4282.28,52.15,5907.83,494.75,281.0,0.51,-39.74,0.89,0.7,-2.8,9.47,2003.68,1993.94,145.59,32.86,4140.9,50.43,4.01,7.98,4037.4,3231.2,1254.9,1362.1,1430.9,46810.69,23.41,2.28,119.09,,,,,55.0,52.0,42.2,48.6,39.8,39.6,,,,2022-12-15,62.7,20.7,4.01,180.66,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,4
2023-07-14,College,65-70,,43.2,5897.59,4920.17,59.87,8113.44,425.5,249.25,0.68,-36.31,0.2,4.23,-0.61,6.38,2190.76,2196.53,59.42,37.58,4741.34,57.7,8.79,6.46,4441.5,3637.45,1339.1,1656.5,2253.2,38545.57,30.52,2.82,174.89,,,,,52.0,58.0,55.3,48.8,40.0,56.4,,,,2023-07-19,68.5,24.4,4.51,180.8,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,5
2024-03-29,College,65-70,,34.23,5493.72,4211.59,52.17,7187.68,434.0,256.33,0.51,-36.21,11.14,6.01,10.55,30.55,2053.28,2051.58,63.85,29.19,3971.82,49.21,1.02,29.3,4306.1,3514.61,1229.0,1396.0,1625.0,72566.33,15.02,1.78,77.08,,,,,57.0,49.0,42.0,36.8,32.1,43.4,,,,2024-03-28,67.2,17.6,4.44,177.58,1921179e-9a4e-45bf-a697-ee94c0ade229,ATHLETE_0051,6
2022-04-27,College,65-70,,46.4,5215.44,5527.14,66.68,6135.21,455.0,267.0,0.63,-36.74,-2.01,-3.65,-2.86,-2.86,2050.55,2064.22,149.28,42.25,4974.3,60.01,-0.26,-2.62,4322.6,3510.22,1287.3,1861.1,2452.9,47798.08,21.17,2.51,128.64,,,,,48.0,50.0,55.4,59.6,35.4,42.9,,,,2022-04-26,66.0,17.2,4.32,182.36,a6183ddd-0555-4694-85b7-c7c20d81d0b8,ATHLETE_0054,1
2022-06-09,College,65-70,,44.87,5247.18,5400.09,67.02,5928.8,478.0,274.75,0.6,-34.78,-5.45,-0.54,-5.64,-17.58,2044.89,1977.63,155.13,40.56,4887.16,60.66,2.76,-9.9,4053.4,3256.12,1386.2,1831.2,2518.4,43418.12,23.37,2.38,122.09,,,,,52.0,54.0,41.3,40.7,37.7,45.1,,,,2022-06-14,65.9,27.6,4.12,177.25,a6183ddd-0555-4694-85b7-c7c20d81d0b8,ATHLETE_0054,2
2022-07-23,College,65-70,,45.65,5078.25,5303.59,64.9,5414.09,492.0,277.0,0.61,-36.18,-4.1,-4.63,-1.9,-2.31,2045.55,2051.08,212.42,41.44,5104.49,62.46,-6.77,-2.84,4221.7,3429.22,1329.79,1741.78,2127.89,31459.35,33.27,2.68,166.07,,,,,54.0,63.0,42.8,38.2,31.5,50.4,,,,2022-07-28,68.4,24.1,4.28,179.78,a6183ddd-0555-4694-85b7-c7c20d81d0b8,ATHLETE_0054,3
2022-05-10,College,65-70,,47.81,6829.47,5183.74,66.59,10792.1,417.75,228.25,0.85,-34.12,7.56,7.54,7.31,2.71,2347.92,2385.13,64.6,41.99,4848.98,62.29,17.04,5.13,4014.0,3251.53,1595.2,2158.5,2953.6,41426.31,33.15,2.99,193.91,,,,,50.0,54.0,55.3,57.0,54.3,53.6,,,,2022-05-10,67.2,20.9,4.26,171.27,ffa444b1-bc3d-4b69-ad4c-e4706a10d13d,ATHLETE_0058,1
2022-06-09,College,65-70,,47.01,7471.88,5155.79,68.02,10911.94,387.33,222.33,0.85,-31.16,4.36,11.44,4.2,-8.84,2383.58,2390.38,88.72,46.02,4863.24,64.16,23.08,-6.21,3994.5,3244.39,2175.0,2849.3,3199.4,60928.22,26.88,3.02,172.7,,,,,61.0,47.0,51.2,46.2,55.8,60.8,,,,2022-06-21,67.4,18.9,4.36,166.76,ffa444b1-bc3d-4b69-ad4c-e4706a10d13d,ATHLETE_0058,2
2022-07-21,College,65-70,,49.54,7053.44,5064.85,63.84,11128.54,411.0,238.0,0.87,-36.52,1.54,-0.4,3.14,4.24,2579.34,2613.34,43.59,45.09,4744.49,59.8,8.68,4.73,4165.2,3383.32,1592.8,1923.8,2312.3,84743.63,28.48,3.27,200.76,,,,,61.0,61.0,43.7,40.3,51.6,57.3,,,,2022-07-29,68.6,20.9,4.35,174.55,ffa444b1-bc3d-4b69-ad4c-e4706a10d13d,ATHLETE_0058,3
2022-05-11,College,65-70,,45.85,4963.19,5323.5,64.1,6212.5,537.5,239.0,0.67,-37.57,10.82,19.3,10.06,6.26,2189.95,2140.71,277.34,42.99,5125.56,61.71,-2.67,3.73,3829.37,3014.73,1299.96,1800.63,2487.45,50657.32,36.95,3.04,211.37,,,,,42.0,53.0,44.2,61.6,35.5,48.1,,,,2022-05-12,69.5,32.0,3.7,182.73,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,1
2022-06-23,College,70+,,52.6,8718.01,6544.23,75.54,10390.18,438.75,199.75,0.87,-28.9,13.65,25.39,11.27,3.27,2767.48,2729.59,211.84,47.36,5866.74,67.72,0.15,4.32,5049.3,4194.16,1494.7,2113.1,2859.2,54106.12,32.39,3.18,201.99,,,,,42.0,47.0,47.6,44.4,43.9,51.5,,,,2022-06-28,72.3,31.6,4.94,190.61,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,2
2022-08-03,College,70+,,52.78,7845.33,6470.05,74.77,9456.91,464.0,209.0,0.83,-29.99,9.53,25.97,7.04,-0.54,2638.3,2580.85,229.94,46.07,5630.82,65.07,2.78,-1.06,4745.4,3904.09,1255.9,1617.8,2220.7,33007.47,35.9,2.97,196.96,,,,,56.0,59.0,41.6,46.9,38.4,49.7,,,,2022-08-16,71.1,28.7,4.6,190.37,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,3
2023-07-21,College,70+,,48.73,7087.52,6133.69,67.7,9299.96,469.0,223.75,0.78,-33.57,14.04,25.87,10.36,-3.0,2672.77,2638.36,260.42,43.61,5746.87,63.43,4.85,0.09,4409.3,3526.7,1253.7,1628.6,1926.7,33690.57,35.48,2.7,177.06,,,,,60.0,53.0,39.4,53.3,41.8,52.1,,,,2023-07-20,70.1,28.1,3.97,199.32,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,4
2023-12-22,College,70+,,52.01,8060.5,6684.79,72.64,10680.89,433.33,210.0,0.89,-33.43,8.65,13.38,6.33,3.55,2886.5,2875.34,184.17,43.97,5823.81,63.28,2.46,-0.32,4475.37,3569.82,1273.61,1547.75,1871.77,40361.72,35.48,2.91,189.97,,,,,48.0,52.0,53.0,40.6,45.2,56.0,,,,2023-12-20,71.4,33.1,3.96,202.47,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,5
2024-05-07,College,70+,,50.83,8005.41,6297.44,72.5,9967.31,436.67,208.0,0.89,-30.7,10.98,17.28,8.9,3.75,2667.5,2641.56,185.11,44.9,5657.12,65.12,8.71,4.71,4188.1,3335.22,1339.2,1495.7,1867.5,68059.83,36.81,3.07,205.45,1058.28,869.81,8.2,6.04,45.0,46.0,,37.7,,33.3,,,,2024-05-06,70.4,31.1,3.92,191.11,68e06334-edee-4a57-bb43-0b03b610c05d,ATHLETE_0059,6
2022-05-24,College,<65,,31.51,9352.89,4083.57,48.76,7554.04,385.0,275.75,0.55,-28.16,-4.04,-3.8,-5.31,-9.17,1923.85,1840.95,118.96,24.49,3193.31,38.13,1.21,-9.64,3386.3,2566.76,1192.5,1374.7,1768.3,50330.68,26.95,2.46,140.83,,,,,54.0,62.0,34.0,36.7,47.4,34.9,,,,2022-05-24,63.5,24.3,3.13,184.23,1c052092-f1aa-48bf-9f8f-7790cc9cfec5,ATHLETE_0065,1
2022-07-16,College,<65,,32.6,4768.53,4260.02,46.89,6605.3,488.0,342.25,0.48,-45.27,-6.27,-1.33,-9.51,-13.57,2191.58,2217.31,63.24,28.47,3757.77,41.37,4.47,-13.14,4099.4,3199.44,1267.9,1479.2,1950.2,59231.72,29.07,2.5,146.53,,,,,48.0,67.0,48.7,,47.7,,,,,2022-07-08,64.1,24.6,3.59,199.87,1c052092-f1aa-48bf-9f8f-7790cc9cfec5,ATHLETE_0065,2
2023-05-11,College,,80-85,33.41,5434.74,4570.51,48.74,7300.93,483.0,344.5,0.48,-42.98,1.5,-4.02,-6.0,-7.46,2274.48,2363.53,30.6,29.99,4229.55,45.11,2.34,-10.29,3711.01,2789.28,1926.93,2201.93,2544.89,442642.38,34.05,2.79,169.55,,,,,66.0,75.0,35.1,41.5,48.9,55.9,2023-05-11,80.8,23.4,,,,3.03,206.29,1c052092-f1aa-48bf-9f8f-7790cc9cfec5,ATHLETE_0065,3
2022-05-24,College,70+,,37.69,8530.28,5579.17,57.3,10407.21,393.5,217.25,0.69,-29.34,8.49,6.5,8.94,8.45,2663.48,2659.97,159.72,34.4,5156.75,52.96,5.76,8.8,4197.8,3244.69,2682.0,3457.3,3470.3,56418.73,21.73,2.43,123.82,,,,,43.0,43.0,35.8,36.9,35.2,38.0,,,,2022-05-24,72.8,23.3,3.4,214.24,7845b762-4cb8-426b-ad8c-7879afa1dc48,ATHLETE_0066,1
2022-07-06,College,70+,,37.38,9022.51,5631.71,58.18,13380.06,381.0,226.67,0.66,-29.47,5.31,16.02,5.69,-12.07,2766.63,2776.6,117.91,35.71,5068.69,52.36,2.28,-4.4,4396.4,3439.86,2389.7,3207.1,3725.8,60511.12,20.01,2.37,118.86,,,,,58.0,57.0,42.7,43.3,37.8,57.2,,,,2022-07-11,75.6,31.0,3.62,212.96,7845b762-4cb8-426b-ad8c-7879afa1dc48,ATHLETE_0066,2
2022-08-16,College,70+,,39.43,7125.05,5595.23,56.7,11271.75,448.0,253.5,0.64,-37.28,2.82,-1.01,9.12,11.4,2732.22,2763.94,109.61,35.73,5070.32,51.38,-1.25,7.33,4291.9,3331.93,2564.8,3261.3,3654.2,52819.37,23.2,2.29,123.02,,,,,63.0,61.0,35.9,35.3,33.2,39.4,,,,2022-08-04,77.9,22.8,3.44,217.12,7845b762-4cb8-426b-ad8c-7879afa1dc48,ATHLETE_0066,3
2022-12-14,College,70+,,40.85,7022.75,5728.14,59.13,10205.15,449.25,249.75,0.64,-36.72,0.26,2.5,5.12,-0.78,2686.4,2691.68,118.6,37.32,5392.59,55.66,5.11,3.88,3959.5,3011.3,1933.7,2553.4,3117.3,62110.11,25.49,2.57,141.69,,,,,60.0,53.0,32.8,36.2,25.8,31.2,,,,2022-12-13,74.1,24.5,3.17,213.14,7845b762-4cb8-426b-ad8c-7879afa1dc48,ATHLETE_0066,4
2023-08-08,College,70+,,40.63,6862.7,5462.19,57.17,9344.77,442.25,252.75,0.66,-35.5,-2.27,-5.18,4.13,4.08,2551.4,2567.98,133.46,36.64,4864.69,50.92,-3.86,3.35,3587.2,2652.23,1962.3,2460.5,2746.9,68929.41,20.61,2.23,110.45,,,,,55.0,56.0,38.0,38.7,32.2,36.0,,,,2023-08-07,75.3,20.4,2.83,210.19,7845b762-4cb8-426b-ad8c-7879afa1dc48,ATHLETE_0066,5
2022-05-25,College,65-70,,46.53,5879.75,4891.63,64.78,9004.88,441.5,239.5,0.68,-37.61,-3.74,2.05,-2.07,-3.44,2266.86,2275.22,71.63,44.28,4585.63,60.73,3.74,-4.86,3510.1,2770.58,1366.6,1853.0,2309.1,70890.24,35.61,3.34,217.55,,,,,58.0,55.0,51.3,61.3,58.2,60.2,,,,2022-05-25,65.6,20.6,3.74,166.12,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,1
2022-07-06,College,65-70,,50.8,6554.85,5498.93,70.36,10725.74,450.33,233.67,0.72,-37.07,-5.0,-10.24,-1.73,6.47,2532.78,2535.33,106.36,48.99,5172.56,66.18,-0.54,-0.75,4282.8,3502.39,1178.7,1532.0,2044.4,72596.59,40.68,3.37,229.63,,,,,65.0,54.0,51.1,58.6,58.7,52.0,,,,2022-07-15,65.9,15.2,4.57,171.95,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,2
2022-08-11,College,70+,,48.57,6438.43,5553.52,68.79,10865.21,454.0,239.67,0.74,-38.29,-7.19,-6.09,-3.7,-1.75,2497.99,2546.72,81.58,47.78,5348.33,66.25,0.8,-6.85,4411.8,3624.82,1322.5,1806.0,2135.6,51583.42,39.13,3.41,239.9,,,,,67.0,64.0,56.6,58.7,50.0,57.2,,,,2022-08-11,71.6,23.2,4.58,177.61,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,3
2023-01-18,College,70+,,52.1,6825.39,5736.8,71.01,11121.52,454.75,233.25,0.76,-37.22,-7.6,-6.17,-6.11,-2.48,2577.42,2591.85,52.74,45.13,5413.28,67.01,-2.02,-0.17,,,,,,53520.73,34.96,3.35,215.71,,,,,81.0,78.0,53.1,56.5,50.9,58.8,,,,2023-01-19,70.1,25.3,,177.74,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,4
2023-07-05,College,70+,,49.6,7307.25,5742.62,71.98,11678.17,431.5,219.0,0.76,-31.63,-4.78,-4.24,-5.03,-2.33,2385.44,2390.11,78.96,42.58,5258.56,65.91,0.69,-1.62,4257.8,3480.13,1358.8,1900.4,2376.4,50124.33,36.81,3.33,220.91,,,,,58.0,63.0,53.5,53.8,45.6,57.3,,,,2023-07-04,70.9,20.3,4.45,175.52,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,5
2024-01-09,College,65-70,,49.28,6620.19,5180.35,67.74,10892.21,450.67,234.67,0.75,-35.17,0.8,3.38,-3.58,-6.23,2353.2,2369.01,48.78,43.77,4770.93,62.39,2.91,-2.44,4401.2,3654.62,1427.4,1866.0,2312.7,64363.66,32.51,3.38,214.84,,,,,74.0,71.0,49.0,42.3,61.5,63.2,,,,2024-01-08,69.1,19.1,4.87,168.23,676bcad7-4b2e-4f81-8e31-aa37b6d6d787,ATHLETE_0068,6
2022-06-01,College,70+,,40.26,4896.79,4889.69,55.05,6643.94,552.0,314.33,0.54,-43.84,1.8,6.96,-1.76,-13.45,2376.33,2401.86,253.64,36.32,4774.99,53.76,13.91,-5.41,3669.0,2799.05,1559.6,2140.3,2398.0,72427.2,32.77,2.67,163.63,,,,,51.0,46.0,44.4,51.6,40.2,51.0,,,,2022-06-01,70.3,20.4,3.21,195.4,21583cbb-0b7f-4308-b1a4-59c84a268dd7,ATHLETE_0070,1
2022-08-23,College,65-70,,42.29,4484.6,4852.0,55.24,5808.66,563.75,323.5,0.56,-47.7,7.47,4.98,4.65,-2.26,2357.91,2362.22,222.48,37.17,4723.08,53.78,8.41,-0.57,3760.4,2904.48,2113.1,2684.5,2822.1,52502.8,32.01,2.68,164.08,,,,,58.0,40.0,44.4,50.4,38.9,66.5,,,,2022-08-22,69.0,28.5,3.37,193.23,21583cbb-0b7f-4308-b1a4-59c84a268dd7,ATHLETE_0070,2
2023-07-20,College,70+,,39.01,4888.63,4703.8,51.86,6292.19,557.0,312.0,0.55,-44.44,-0.97,2.84,-1.49,-4.57,2403.85,2440.1,269.35,37.24,4990.07,55.02,14.6,-2.01,,,,,,57472.16,27.97,2.69,156.06,,,,,58.0,56.0,38.8,47.4,43.1,67.1,,,,2023-07-26,74.2,22.7,,199.54,21583cbb-0b7f-4308-b1a4-59c84a268dd7,ATHLETE_0070,3
2022-06-08,College,<65,,34.15,5338.38,3543.59,46.07,7117.03,437.0,287.0,0.55,-41.93,4.28,9.42,4.38,-3.11,2250.68,2277.91,37.71,31.29,3542.03,46.05,6.15,1.47,3222.7,2462.68,1303.5,1570.6,1939.3,37071.89,36.95,2.7,165.19,,,,,44.0,43.0,39.8,35.5,37.3,56.8,,,,2022-06-08,61.5,26.6,3.26,169.22,098076df-dbac-4188-a150-9ea90f6fb41d,ATHLETE_0080,1
2023-07-21,College,65-70,,35.19,4911.72,4110.43,50.87,5917.91,491.67,275.0,0.55,-40.17,2.39,14.4,3.79,-6.23,2033.17,2035.11,122.83,31.91,4036.23,49.96,7.1,-2.35,4215.6,3428.03,1707.6,2407.8,2861.4,22692.6,38.58,2.88,187.22,,,,,62.0,49.0,55.0,49.6,35.9,46.6,,,,2023-07-13,66.1,22.7,4.33,177.76,098076df-dbac-4188-a150-9ea90f6fb41d,ATHLETE_0080,2
2023-09-01,College,<65,,39.21,5114.97,4421.31,53.75,6903.35,487.75,270.5,0.62,-43.34,0.45,17.17,2.0,-8.0,2298.47,2315.11,111.8,33.97,4325.85,52.59,7.26,-3.73,4114.9,3311.44,2363.0,3153.1,3386.7,37797.86,40.81,2.99,198.08,,,,,49.0,52.0,43.5,45.3,48.8,51.4,,,,2023-09-05,64.5,7.8,4.1,180.97,098076df-dbac-4188-a150-9ea90f6fb41d,ATHLETE_0080,3
2022-06-09,College,65-70,,40.63,5528.62,4125.62,49.73,7486.17,471.5,295.5,0.55,-43.68,-8.65,-15.01,-4.23,5.51,2455.39,2462.48,61.39,32.42,3761.07,45.33,-4.75,5.11,4833.4,4015.13,2623.6,3057.4,3266.9,50696.8,33.92,2.92,195.11,,,,,60.0,72.0,58.6,69.2,70.3,75.5,,,,2022-06-08,68.4,20.7,4.93,182.53,a68e16ee-9583-4e43-a240-a2be3cb9feb9,ATHLETE_0085,1
2023-08-16,College,<65,,32.24,4134.71,3855.81,43.54,4202.3,599.75,313.5,0.41,-49.75,5.29,7.95,2.11,10.7,2257.91,2260.89,201.2,28.56,3885.64,43.88,1.29,13.22,,,,,,37493.68,32.64,2.57,158.78,,,,,55.0,68.0,40.5,63.8,60.1,57.4,,,,2023-08-08,64.1,22.5,,194.83,a68e16ee-9583-4e43-a240-a2be3cb9feb9,ATHLETE_0085,2
