test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2024-01-31,High School,,80-85,40.84,5295.92,5046.66,59.33,6654.74,478.75,291.5,0.55,-37.61,3.89,11.42,10.59,4.13,2057.4,2084.43,94.68,36.38,4768.84,56.07,17.09,1.43,3275.3,2442.03,1607.4,1869.1,2532.9,35982.05,36.1,2.62,171.27,,,,,,,,,,,2024-02-07,80.7,38.0,,,,2.93,187.13,2cb5fecd-23ed-4d25-9547-194cdca0db68,ATHLETE_0712,3
2024-08-02,High School,,80-85,40.01,5272.65,4916.21,57.61,7206.28,474.25,294.25,0.55,-40.53,10.89,15.5,9.08,0.08,2130.05,2193.08,58.8,35.42,4687.64,54.93,9.97,0.09,3319.4,2481.03,1529.7,1908.3,2549.8,34985.13,39.13,2.92,199.36,,,,,,,,,,,2024-08-02,83.6,39.9,,,,2.96,187.75,2cb5fecd-23ed-4d25-9547-194cdca0db68,ATHLETE_0712,4
2023-11-03,High School,,<80,35.11,4791.59,3702.62,50.12,5787.15,456.5,262.0,0.52,-37.01,-6.01,1.59,-5.29,-4.42,1857.6,1855.19,83.99,31.44,3520.34,47.65,0.45,2.34,2291.2,1569.63,1190.5,1396.3,1592.7,28493.49,33.4,2.43,151.43,,,,,60.0,61.0,26.3,29.8,27.8,29.8,2023-11-02,77.6,33.4,,,,2.17,162.54,b46ec585-9d65-4a58-9b88-00a266d34d63,ATHLETE_0714,1
2024-02-27,High School,,80-85,37.13,5516.71,4271.59,53.81,6826.4,451.0,255.33,0.59,-36.5,-11.76,-10.29,-8.69,3.37,2091.15,2095.05,81.8,26.92,3608.02,45.45,-4.77,4.03,2670.6,1891.27,1284.2,1424.6,1819.3,29680.51,30.77,2.46,153.11,,,,,72.0,64.0,31.6,30.8,27.5,34.0,2024-02-27,81.3,40.4,,,,2.43,174.64,b46ec585-9d65-4a58-9b88-00a266d34d63,ATHLETE_0714,2
2024-05-28,High School,,80-85,35.12,6347.3,4424.64,53.59,8208.44,427.0,236.67,0.6,-35.37,-9.37,-11.15,-5.85,5.57,2287.3,2294.68,50.64,29.86,3776.49,45.73,-2.43,6.47,3178.9,2367.5,1913.8,2214.4,2201.4,37411.12,26.51,2.38,138.75,1249.71,828.17,14.07,3.95,73.0,68.0,,41.9,,54.8,2024-05-28,83.1,37.7,,,,2.92,181.65,b46ec585-9d65-4a58-9b88-00a266d34d63,ATHLETE_0714,3
2023-11-06,High School,<65,,19.87,2726.53,1932.54,33.7,2192.06,530.5,337.75,0.25,-31.66,12.17,24.87,18.05,16.58,1059.63,936.13,79.5,14.96,1594.52,27.8,8.94,7.56,,,,,,17217.63,16.7,1.36,60.8,,,,,,,,,,,,,,2023-11-07,35.1,11.8,,126.17,01ee0b01-001e-4432-90ed-545dbeb4fc8b,ATHLETE_0715,1
2024-04-03,High School,,<80,20.53,3206.52,2273.11,34.75,2861.66,508.5,333.5,0.3,-33.77,1.46,2.39,1.29,-1.48,1220.99,1119.97,47.2,17.9,1960.92,29.98,-2.6,-7.57,,,,,,14684.39,17.34,1.29,58.44,,,,,,,,,,,2024-04-03,54.3,21.8,,,,,143.88,01ee0b01-001e-4432-90ed-545dbeb4fc8b,ATHLETE_0715,2
2024-07-29,High School,,<80,17.4,4432.09,2394.29,33.57,3796.33,473.25,281.75,0.26,-26.69,10.5,5.95,5.97,10.18,1401.27,1294.47,119.4,16.41,2176.98,30.52,0.3,0.25,1782.4,1077.6,993.0,1017.7,1298.0,18224.0,18.21,1.33,61.25,,,,,,,,,,,2024-07-29,52.0,25.1,,,,1.54,156.93,01ee0b01-001e-4432-90ed-545dbeb4fc8b,ATHLETE_0715,3
2023-11-06,High School,<65,,38.61,4491.81,3407.52,54.64,5009.7,418.75,252.25,0.59,-31.88,-2.48,-11.0,-3.43,-2.96,1525.78,1502.35,71.22,34.76,3089.13,49.54,-11.92,-1.9,,,,,,20192.29,34.94,2.45,156.38,,,,,,,,,,,,,,2023-10-31,55.9,28.4,,137.19,a888611d-cd1a-4d7f-9712-1119c5f433c5,ATHLETE_0716,1
2024-01-29,High School,,<80,37.59,4558.52,3447.45,53.35,4892.55,419.75,256.25,0.58,-33.04,-3.98,-11.63,-1.46,-5.52,1607.06,1589.51,85.02,34.22,3081.92,47.7,-4.33,3.94,,,,,,27411.43,30.74,2.43,145.2,,,,,,,,,,,2024-02-09,73.5,42.8,,,,,142.16,a888611d-cd1a-4d7f-9712-1119c5f433c5,ATHLETE_0716,2
2024-08-05,High School,,<80,37.72,3742.88,3618.19,53.76,4107.44,501.5,282.25,0.53,-37.86,7.41,-0.68,6.85,5.2,1508.02,1503.25,88.45,37.31,3529.15,52.44,0.19,5.23,2516.3,1855.63,1191.2,1647.2,1997.3,25933.65,32.4,2.48,156.42,,,,,,,,,,,2024-07-31,72.3,36.4,,,,2.81,148.06,a888611d-cd1a-4d7f-9712-1119c5f433c5,ATHLETE_0716,3
2023-11-06,High School,<65,,31.0,3256.42,2835.2,49.23,3198.28,555.5,261.75,0.4,-27.66,5.47,8.72,7.18,8.73,1285.7,1180.14,280.52,30.87,2821.47,48.99,0.09,4.74,1884.09,1317.36,892.84,1136.34,1355.34,15517.64,22.44,1.63,81.9,,,,,,,,,,,,,,2023-10-31,48.0,19.8,2.33,126.7,c07889a9-0eee-4f1a-9dc0-9071ad80a258,ATHLETE_0717,1
2024-05-13,High School,,<80,31.74,2744.52,3110.06,50.26,2255.5,581.5,296.5,0.42,-27.49,9.14,21.21,12.07,8.08,1383.58,1116.11,364.84,28.59,2966.3,47.93,10.02,14.7,2731.7,2123.69,858.5,1204.3,1566.8,16815.9,23.7,1.72,92.0,,,,,,,,,,,2024-05-13,50.4,23.3,,,,3.5,136.14,c07889a9-0eee-4f1a-9dc0-9071ad80a258,ATHLETE_0717,2
2024-08-02,High School,,<80,31.9,3114.7,3112.08,50.18,2999.2,529.0,299.75,0.44,-29.62,8.4,15.59,4.66,8.4,1374.78,1167.62,244.78,29.73,2980.39,48.06,11.1,6.9,2544.6,1933.35,910.7,1167.5,1492.3,23985.27,21.01,1.83,94.5,,,,,,,,,,,2024-08-02,50.5,19.8,,,,3.18,136.44,c07889a9-0eee-4f1a-9dc0-9071ad80a258,ATHLETE_0717,3
2023-11-08,High School,<65,,45.3,3922.21,4469.99,58.39,5579.9,494.75,320.0,0.57,-47.61,7.55,8.58,6.81,8.7,1914.61,1918.29,50.36,38.82,4182.44,54.63,9.61,7.27,3038.97,2285.03,1225.22,1684.11,2018.95,31734.36,27.83,2.63,153.88,,,,,,,,,,,,,,2023-11-01,60.4,14.0,3.04,168.43,2a8acdeb-26f1-42d2-a2fc-b2ec00c07101,ATHLETE_0721,1
2024-01-29,High School,,80-85,43.37,4536.5,4533.29,57.47,5711.45,476.5,292.5,0.58,-40.79,3.74,9.58,4.3,5.56,1918.31,1921.42,79.48,32.79,3827.22,48.52,10.26,9.49,3253.7,2482.11,942.5,1157.8,1420.1,38413.03,30.17,2.66,159.18,,,,,,,,,,,2024-02-07,80.9,27.8,,,,3.21,173.54,2a8acdeb-26f1-42d2-a2fc-b2ec00c07101,ATHLETE_0721,2
2024-05-06,High School,,80-85,39.47,3734.0,4341.07,55.61,4163.85,552.25,320.75,0.49,-42.28,7.14,20.64,2.08,-5.4,1777.16,1770.39,196.23,31.74,3903.99,50.01,12.38,-1.78,3644.0,2880.45,1510.3,1955.7,2316.4,37268.67,28.61,2.4,137.83,,,,,,,,,,,2024-05-13,80.6,21.4,,,,3.76,171.75,2a8acdeb-26f1-42d2-a2fc-b2ec00c07101,ATHLETE_0721,3
2024-07-31,High School,,<80,40.94,4233.23,4310.7,56.13,5544.96,474.75,304.0,0.54,-42.49,8.33,10.62,8.83,6.38,1846.22,1848.84,53.13,33.4,3864.39,50.32,16.28,9.17,3838.0,3081.91,977.4,1082.6,1352.3,48351.63,31.69,2.8,172.87,,,,,,,,,,,2024-07-31,78.9,22.3,,,,4.09,168.96,2a8acdeb-26f1-42d2-a2fc-b2ec00c07101,ATHLETE_0721,4
2023-11-10,High School,<65,,32.01,3826.24,2715.11,46.64,4265.25,496.5,275.25,0.48,-33.31,4.47,7.9,2.23,-5.67,1397.51,1394.39,120.82,32.92,2802.63,48.14,6.6,-3.73,,,,,,120998.07,32.9,3.08,194.57,,,,,,,,,,,,,,2023-11-06,59.5,35.3,,128.08,14c52b9b-1fa0-43f4-b0cc-8b364062891b,ATHLETE_0733,1
2024-08-07,High School,,<80,32.56,4197.67,2835.7,46.39,4500.66,490.33,271.33,0.46,-31.69,8.53,17.17,8.96,-2.21,1520.96,1492.64,163.8,32.55,2880.44,47.12,8.31,-2.46,,,,,,36616.36,37.62,3.09,202.91,,,,,,,,,,,2024-07-29,79.5,37.7,,,,,134.49,14c52b9b-1fa0-43f4-b0cc-8b364062891b,ATHLETE_0733,2
2024-08-12,High School,,<80,34.13,4541.63,2980.0,48.75,5116.68,455.5,260.25,0.5,-32.38,9.44,11.95,8.82,1.09,1599.5,1600.24,131.69,33.97,2943.74,48.16,5.66,-0.87,3128.6,2524.02,778.4,970.2,1651.3,36046.96,35.75,2.99,201.78,,,,,,,,,,,2024-07-29,79.5,37.7,,,,4.21,134.49,14c52b9b-1fa0-43f4-b0cc-8b364062891b,ATHLETE_0733,3
2023-11-10,High School,<65,,30.03,3359.61,2729.25,44.62,3645.32,524.5,316.0,0.39,-34.44,8.11,21.04,9.51,8.95,1270.14,1272.14,115.26,27.31,2579.82,42.17,20.45,14.62,,,,,,33727.56,24.4,2.03,110.28,,,,,,,,,,,,,,2023-11-06,50.8,9.5,,134.57,400ecdf5-8b6b-4e6a-8b99-09580ee302d3,ATHLETE_0734,1
2024-04-08,High School,,<80,28.95,2904.61,2802.85,43.35,3160.65,583.0,332.25,0.37,-38.59,3.63,14.3,3.6,-1.22,1285.1,1264.41,145.85,25.62,2644.05,40.89,5.85,7.73,,,,,,19667.61,26.02,1.9,105.7,,,,,,,,,,,2024-04-03,60.3,17.1,,,,,142.25,400ecdf5-8b6b-4e6a-8b99-09580ee302d3,ATHLETE_0734,2
2024-07-31,High School,,<80,29.75,3208.38,2979.36,44.31,3597.8,542.5,331.5,0.4,-38.01,-0.74,9.66,1.81,3.38,1347.77,1328.18,108.73,26.4,2777.84,41.31,1.39,8.05,2538.4,1877.73,912.6,1069.8,1323.4,30061.19,25.28,2.17,119.78,,,,,,,,,,,2024-08-02,68.9,28.4,,,,2.85,147.93,400ecdf5-8b6b-4e6a-8b99-09580ee302d3,ATHLETE_0734,3
2023-11-10,High School,<65,,44.23,3829.6,4276.73,59.51,4314.41,509.0,291.0,0.57,-41.0,-0.5,4.65,-2.29,2.01,1713.05,1704.68,137.87,37.76,3982.03,55.41,8.21,3.57,3140.56,2434.87,968.48,1271.83,1762.58,39484.75,32.43,2.88,177.11,,,,,,,,,,,,,,2023-11-06,62.3,34.3,3.45,158.11,4854b74c-d3cc-493b-8fee-f294e9ec48b0,ATHLETE_0736,1
2024-02-05,High School,,<80,41.38,3338.01,4198.03,57.07,3395.71,561.67,290.67,0.55,-38.44,8.46,12.02,6.27,5.9,1655.9,1537.68,253.85,40.37,4264.0,57.96,15.83,5.23,3430.1,2707.35,1375.5,1813.5,2517.5,26683.37,38.17,2.74,182.34,,,,,,,,,,,2024-02-07,79.8,34.7,,,,3.75,161.83,4854b74c-d3cc-493b-8fee-f294e9ec48b0,ATHLETE_0736,2
2024-08-02,High School,,<80,44.11,3732.08,4353.34,61.53,4411.06,521.25,283.5,0.63,-42.57,2.03,-0.55,-0.87,-0.76,1699.86,1696.91,111.81,42.98,4381.71,61.93,6.57,1.53,3556.1,2864.93,1396.4,2039.1,2527.2,31430.55,33.4,2.91,185.48,,,,,,,,,,,2024-08-02,79.9,28.0,,,,4.13,155.65,4854b74c-d3cc-493b-8fee-f294e9ec48b0,ATHLETE_0736,3
2023-11-10,High School,<65,,42.08,3410.91,4030.89,57.5,3478.32,600.5,285.25,0.53,-37.43,-10.61,-19.74,-14.78,-10.78,1632.01,1542.14,269.76,33.54,3471.0,49.51,-2.2,-9.32,,,,,,26766.46,31.9,2.31,141.92,,,,,,,,,,,,,,2023-11-06,58.9,20.0,,154.24,7ef74f25-1eb1-49de-9ce2-e378c7d5c36f,ATHLETE_0738,1
2024-01-29,High School,,85-90,39.22,3709.22,3997.47,55.24,4101.29,568.0,285.5,0.54,-35.67,-6.08,-15.01,-12.56,-4.57,1666.41,1564.12,241.89,29.8,3276.19,45.16,-12.52,-7.27,,,,,,35469.44,31.09,2.47,150.05,,,,,,,,,,,2024-02-07,86.3,35.5,,,,,159.21,7ef74f25-1eb1-49de-9ce2-e378c7d5c36f,ATHLETE_0738,2
2024-07-31,High School,,85-90,41.35,4010.16,4254.97,56.44,4482.48,563.75,287.5,0.59,-38.8,-13.54,-13.61,-9.48,-8.02,1798.29,1791.81,236.84,29.83,3499.27,46.42,-10.31,-7.17,3767.9,3029.66,881.3,1326.8,1890.9,43390.39,28.57,2.59,153.22,,,,,,,,,,,2024-08-05,87.5,43.4,,,,4.1,165.84,7ef74f25-1eb1-49de-9ce2-e378c7d5c36f,ATHLETE_0738,3
2023-11-15,High School,<65,,28.18,4298.21,2639.92,40.97,4702.43,449.25,289.75,0.38,-32.44,-7.98,-10.94,-2.69,0.9,1432.48,1438.17,43.98,24.76,2446.2,37.97,-0.78,4.06,,,,,,19473.13,23.95,1.95,106.37,,,,,,,,,,,,,,2023-11-08,48.8,13.6,,141.75,93d2b24d-3c68-4736-bc37-f3a83cea7a51,ATHLETE_0745,1
2024-02-09,High School,,<80,26.2,3644.83,2589.49,40.07,4041.8,522.25,318.25,0.34,-36.6,-3.05,-5.41,-1.37,8.98,1368.37,1375.9,45.06,23.93,2518.97,38.98,-1.78,6.79,2479.6,1846.87,1199.6,1529.3,1839.3,25185.38,23.24,1.94,105.03,,,,,,,,,,,2024-02-09,73.3,38.9,,,,2.91,142.16,93d2b24d-3c68-4736-bc37-f3a83cea7a51,ATHLETE_0745,2
2024-07-31,High School,,<80,27.74,3926.24,2706.48,41.11,4358.41,499.25,315.0,0.34,-35.12,-4.39,-5.14,-3.83,1.12,1439.63,1444.99,67.23,24.44,2489.9,37.82,0.31,3.17,2559.4,1911.47,980.0,1482.9,1905.5,30592.97,23.34,2.0,108.83,,,,,,,,,,,2024-07-31,74.6,35.1,,,,2.96,144.85,93d2b24d-3c68-4736-bc37-f3a83cea7a51,ATHLETE_0745,3
2023-12-12,High School,<65,80-85,33.1,2772.84,3512.68,45.17,2281.0,788.0,335.33,0.29,-39.93,-5.64,-11.41,-3.68,3.31,1576.73,1552.15,451.31,31.12,3406.25,43.8,-4.89,2.94,3113.07,2350.5,1060.33,1276.76,1507.12,41858.67,29.07,2.21,128.1,,,,,60.0,67.0,36.8,36.0,29.9,39.2,2023-12-11,82.0,36.2,2023-12-11,62.0,29.6,3.08,171.07,190c20a2-1536-4dbf-a3b9-0f995919345b,ATHLETE_0752,1
2024-01-26,High School,,80-85,31.44,3987.98,3894.96,45.14,3670.94,588.5,307.0,0.38,-36.48,-0.01,-2.29,-0.48,8.56,1772.98,1749.93,301.42,26.46,3648.2,42.28,1.64,6.21,3621.8,2777.35,1278.4,1501.1,1800.0,52071.67,26.96,2.34,129.62,,,,,56.0,62.0,55.2,39.4,38.6,45.5,2024-02-06,80.2,43.6,,,,3.28,189.82,190c20a2-1536-4dbf-a3b9-0f995919345b,ATHLETE_0752,2
2024-07-18,High School,,80-85,38.8,3632.64,4633.9,53.67,3573.92,579.0,331.0,0.45,-40.28,5.49,5.03,-0.75,2.84,1858.34,1576.19,107.47,34.63,4334.56,50.2,1.99,4.61,3790.9,2941.45,1155.6,1367.7,1675.9,40577.86,25.83,2.16,118.43,1083.28,957.02,-9.33,-9.8,58.0,71.0,,45.5,,44.0,2024-07-18,80.5,29.1,,,,3.47,189.97,190c20a2-1536-4dbf-a3b9-0f995919345b,ATHLETE_0752,3
2023-12-19,High School,,80-85,37.57,7413.88,5273.72,53.42,8746.5,505.0,241.33,0.53,-30.57,6.34,18.78,2.4,3.02,2622.55,2607.22,377.22,28.95,4551.86,46.11,-7.8,-2.61,3406.66,2435.02,1179.35,1452.72,1845.08,62346.67,29.43,2.39,149.84,,,,,59.0,62.0,56.4,54.6,61.7,61.1,2023-12-18,84.1,38.2,,,,2.52,217.18,11b32aca-eecc-411a-b514-7c0238732b27,ATHLETE_0755,1
2024-06-04,High School,,80-85,35.13,7117.78,5029.82,50.38,9513.4,497.33,268.0,0.47,-33.98,4.87,14.8,2.91,3.76,2578.84,2588.04,167.02,28.0,4520.79,45.27,1.83,-1.47,3692.4,2710.75,1493.7,1957.7,2616.6,45894.19,30.65,2.25,134.68,1317.16,996.93,11.55,13.0,54.0,59.0,,,,,2024-06-04,82.9,39.3,,,,2.77,219.67,11b32aca-eecc-411a-b514-7c0238732b27,ATHLETE_0755,2
2024-07-16,High School,,80-85,33.97,6066.01,4867.17,48.43,7125.49,530.33,287.67,0.42,-36.87,7.36,14.35,3.36,4.03,2551.46,2558.86,327.35,26.79,4263.48,42.43,1.77,-0.89,3843.0,2857.04,1298.0,1812.6,2371.9,28290.67,33.15,2.18,133.98,1313.52,1002.15,12.4,14.15,64.0,64.0,,62.1,,77.8,2024-07-16,84.1,36.4,,,,2.9,221.08,11b32aca-eecc-411a-b514-7c0238732b27,ATHLETE_0755,3
2023-12-29,High School,<65,<80,39.71,3527.57,3039.39,52.61,4963.0,527.33,307.67,0.53,-43.73,-8.41,-4.96,-7.82,0.16,1664.65,1671.65,123.73,38.14,3091.47,53.5,0.17,-0.22,2137.95,1567.4,842.68,993.03,1193.8,42402.98,27.89,2.78,165.59,,,,,55.0,56.0,33.7,39.4,42.4,30.8,2023-12-27,74.3,53.0,2023-12-27,54.6,21.0,2.77,127.12,0d12e096-c5fe-43ab-a59b-f336490b53c1,ATHLETE_0760,1
2024-02-20,High School,<65,<80,37.96,4066.46,3168.87,50.57,5749.12,461.67,299.33,0.58,-42.14,0.65,3.81,-1.62,-5.66,1751.39,1773.38,59.33,35.29,3075.75,49.4,7.16,-1.7,2715.5,2105.92,991.4,1154.0,1520.3,45327.56,21.32,2.71,139.58,,,,,75.0,62.0,35.8,38.5,49.1,39.4,2024-02-19,77.1,50.1,2024-02-19,57.5,22.9,3.43,137.85,0d12e096-c5fe-43ab-a59b-f336490b53c1,ATHLETE_0760,2
2024-06-11,High School,,<80,40.21,4075.61,3256.76,52.26,5817.45,481.0,305.0,0.56,-47.46,-2.87,0.18,-0.78,0.4,1985.82,2009.57,72.57,36.53,3362.65,53.96,6.99,-2.68,2391.3,1781.52,1033.8,1292.55,1634.8,41240.55,33.92,3.0,190.13,875.82,701.82,18.3,13.74,78.0,66.0,,37.9,,44.1,2024-06-11,77.7,40.6,,,,2.92,137.1,0d12e096-c5fe-43ab-a59b-f336490b53c1,ATHLETE_0760,3
2024-03-26,High School,,<80,36.75,3417.06,3158.44,49.14,4196.87,483.0,307.0,0.54,-40.07,3.64,4.32,4.71,1.52,1424.11,1421.81,58.39,32.9,3078.84,47.91,7.6,5.21,3076.6,2445.05,907.0,986.8,1152.7,18450.05,22.98,1.83,99.25,,,,,43.0,53.0,34.8,33.3,34.9,45.3,2024-03-26,76.6,37.6,,,,3.88,141.39,ae7af9e5-4006-4ebd-be73-1bb1ea07a211,ATHLETE_0777,1
2024-06-18,High School,,<80,39.16,3410.69,3388.15,51.28,4777.13,484.0,311.67,0.54,-43.35,1.6,1.96,2.3,0.57,1530.27,1530.88,61.56,35.12,3382.58,51.2,17.46,8.56,2796.7,2147.79,833.1,1026.8,1196.3,19498.41,25.38,2.03,117.31,980.36,666.52,-4.6,-3.13,65.0,58.0,,42.9,,42.1,2024-06-18,78.4,30.9,,,,3.31,145.35,ae7af9e5-4006-4ebd-be73-1bb1ea07a211,ATHLETE_0777,2
2024-08-15,High School,,<80,43.9,3584.26,3421.89,55.17,5366.51,465.33,326.67,0.58,-47.01,-1.58,6.87,-0.33,-5.98,1677.7,1672.51,24.35,37.48,3279.67,52.87,8.04,2.19,2955.0,2342.28,956.1,1167.7,1327.9,21936.77,33.15,2.02,125.56,920.35,626.93,1.77,17.33,62.0,72.0,,,,,2024-08-15,66.0,24.7,,,,3.85,136.47,ae7af9e5-4006-4ebd-be73-1bb1ea07a211,ATHLETE_0777,3
2024-04-24,High School,,85-90,45.92,3705.89,4357.42,61.57,3504.29,524.0,285.5,0.59,-36.19,3.74,12.16,4.85,6.09,1646.71,1531.71,191.71,37.92,3993.24,56.32,12.82,11.25,,,,,,40093.29,37.73,2.92,197.12,1399.21,711.21,-1.9,-3.78,,,,,,,2024-05-03,87.3,45.7,,,,,155.69,4bcfce83-2378-4594-9112-f80a7c6704de,ATHLETE_0796,1
2024-05-13,High School,,85-90,45.44,3711.97,4334.21,61.79,3598.07,527.0,299.0,0.58,-37.53,-1.63,-6.14,-4.87,-5.05,1632.87,1482.37,100.87,40.25,4099.9,58.45,-21.13,-8.88,2830.38,2143.72,1090.38,1420.38,1676.63,36860.74,40.67,2.88,197.95,1661.04,701.71,-12.93,-6.06,,,,,,,2024-05-03,87.3,45.7,,,,3.12,154.33,4bcfce83-2378-4594-9112-f80a7c6704de,ATHLETE_0796,2
2024-06-06,High School,,85-90,41.12,3957.67,4034.12,57.29,4003.49,520.0,288.0,0.56,-35.83,-4.59,-12.0,-9.11,-8.33,1590.59,1538.09,122.59,36.75,3842.13,54.56,-17.31,-9.15,,,,,,30197.29,36.81,2.7,179.05,,,,,54.0,62.0,40.8,40.8,35.8,52.8,2024-06-06,86.5,40.1,,,,,154.92,4bcfce83-2378-4594-9112-f80a7c6704de,ATHLETE_0796,3
2024-06-01,High School,,<80,37.03,8064.76,5253.03,61.99,8074.91,436.0,210.5,0.58,-24.21,12.29,27.4,14.51,10.2,2369.48,2166.73,228.73,34.83,4835.13,57.06,12.97,7.02,,,,,,31637.49,27.02,2.27,127.77,,,,,,,,,,,2024-06-01,74.5,21.2,,,,,186.43,3707d42a-6040-45b6-8e1e-f3dd3f53db9e,ATHLETE_0822,1
2024-06-29,High School,,<80,40.56,6979.48,5055.17,59.95,7567.64,430.5,238.5,0.62,-29.66,13.3,20.01,10.86,3.4,2262.95,2159.64,142.01,39.87,4831.24,57.3,21.62,5.26,,,,,,34781.58,25.57,2.27,124.38,,,,,,,,,,,2024-06-29,72.9,22.4,,,,,185.5,3707d42a-6040-45b6-8e1e-f3dd3f53db9e,ATHLETE_0822,2
2024-08-10,High School,,<80,41.91,6828.74,5181.27,59.5,8623.67,470.5,262.0,0.59,-33.34,11.81,16.34,10.26,4.47,2299.58,2301.83,74.83,39.06,5018.86,57.64,5.47,2.01,,,,,,37969.62,27.79,2.36,135.76,,,,,,,,,,,2024-08-10,73.1,28.5,,,,,191.58,3707d42a-6040-45b6-8e1e-f3dd3f53db9e,ATHLETE_0822,3
2024-06-08,High School,,<80,22.32,2226.56,1512.32,36.88,1522.51,551.5,271.5,0.3,-24.72,0.21,-1.49,-0.1,-3.08,858.1,786.1,242.6,20.67,1403.13,34.21,0.29,1.52,,,,,,15652.09,17.23,1.67,74.87,,,,,,,,,,,2024-06-08,54.3,25.5,,,,,90.22,9009d2e3-9d26-4be8-99db-efe2ad5efe95,ATHLETE_0844,1
2024-07-13,High School,,<80,22.32,2033.43,1500.74,36.14,1445.43,565.0,309.0,0.28,-29.62,-4.67,-2.71,-2.68,-12.08,803.49,778.74,183.74,21.16,1555.68,37.47,6.25,-7.63,,,,,,17972.23,15.52,1.7,71.91,,,,,,,,,,,2024-07-13,54.0,33.3,,,,,91.34,9009d2e3-9d26-4be8-99db-efe2ad5efe95,ATHLETE_0844,2
2024-08-11,High School,,<80,21.51,2576.87,1539.25,36.65,1975.9,478.0,275.5,0.32,-26.84,-7.6,-2.99,-7.79,-8.63,885.33,839.83,153.33,20.17,1518.41,36.15,-2.21,-6.5,,,,,,24829.87,16.72,2.13,94.74,,,,,,,,,,,2024-08-11,53.3,31.5,,,,,92.4,9009d2e3-9d26-4be8-99db-efe2ad5efe95,ATHLETE_0844,3
2021-10-05,Pro,65-70,,42.53,7944.42,5803.68,60.55,10848.39,419.0,244.75,0.78,-33.49,-2.26,-1.11,-1.55,-11.24,2643.01,2645.84,42.86,39.75,5452.82,56.89,1.37,-4.45,4618.3,3682.45,2102.9,2889.3,3512.8,57017.78,40.39,3.1,213.86,,,,,58.0,47.0,50.3,52.0,72.7,51.7,,,,2021-10-05,67.5,17.6,3.92,210.87,81a7503e-70d2-4816-bc99-aaa562a224f5,ATHLETE_1043,1
2021-12-01,Pro,70+,,38.76,7894.51,5758.74,58.63,10364.15,443.5,250.0,0.7,-31.58,0.0,10.65,-0.67,-29.31,2630.88,2605.96,113.9,34.36,5437.89,55.36,7.9,-9.24,5275.5,4315.43,2324.5,3129.5,3533.6,14552.35,38.39,2.8,189.51,,,,,59.0,59.0,45.3,45.7,54.0,58.3,,,,2021-12-06,71.6,17.1,4.48,216.11,81a7503e-70d2-4816-bc99-aaa562a224f5,ATHLETE_1043,2
2022-02-22,Pro,70+,,45.11,7426.48,5931.09,61.32,11061.36,442.25,254.75,0.77,-35.66,-4.93,-6.41,-0.77,-6.55,2657.58,2704.63,59.8,42.55,5953.74,61.56,2.52,-4.92,4631.83,3689.9,1584.42,2245.89,2784.84,55893.46,43.4,3.28,231.58,,,,,60.0,60.0,52.7,59.4,56.1,57.4,,,,2022-02-24,73.0,21.5,3.89,212.78,81a7503e-70d2-4816-bc99-aaa562a224f5,ATHLETE_1043,3
